#https://henke.lbl.gov/optical_constants/sf/cu.nff
#E(kev) f1 f2 (e/atom)
1.069000E-02  5.11541E+00  2.1733E+00 
1.142761E-02  5.16418E+00  2.2889E+00 
1.221612E-02  5.21676E+00  2.4126E+00 
1.305903E-02  5.27396E+00  2.5449E+00 
1.396010E-02  5.33667E+00  2.6864E+00 
1.492335E-02  5.40595E+00  2.8374E+00 
1.595306E-02  5.48301E+00  2.9985E+00 
1.705382E-02  5.56923E+00  3.1701E+00 
1.823053E-02  5.66623E+00  3.3525E+00 
1.948844E-02  5.77588E+00  3.5460E+00 
2.083314E-02  5.90040E+00  3.7507E+00 
2.227063E-02  6.04250E+00  3.9669E+00 
2.380730E-02  6.20556E+00  4.1946E+00 
2.545001E-02  6.39395E+00  4.4336E+00 
2.720606E-02  6.61376E+00  4.6837E+00 
2.908327E-02  6.87400E+00  4.9447E+00 
3.109002E-02  7.18087E+00  5.1429E+00 
3.323523E-02  7.48774E+00  5.2695E+00 
3.552846E-02  7.79039E+00  5.3892E+00 
3.797993E-02  8.09250E+00  5.5005E+00 
4.060054E-02  8.39535E+00  5.6019E+00 
4.340198E-02  8.69863E+00  5.6922E+00 
4.639671E-02  9.00071E+00  5.7698E+00 
4.959809E-02  9.29848E+00  5.8335E+00 
5.302035E-02  9.58673E+00  5.8821E+00 
5.667876E-02  9.85667E+00  5.9145E+00 
6.058959E-02  1.00916E+01  5.9298E+00 
6.477028E-02  1.02528E+01  5.9273E+00 
6.923942E-02  1.02020E+01  5.9066E+00 
7.212800E-02  9.67426E+00  5.8847E+00 
7.323200E-02  8.64551E+00  5.8748E+00 
7.352640E-02  7.25829E+00  5.8721E+00 
7.401695E-02  9.01656E+00  8.6666E+00 
7.507200E-02  1.03701E+01  8.4419E+00 
7.912411E-02  1.18948E+01  7.7340E+00 
8.458368E-02  1.25602E+01  7.0931E+00 
9.041995E-02  1.29020E+01  6.7123E+00 
9.665893E-02  1.31577E+01  6.4597E+00 
1.033284E-01  1.33709E+01  6.2728E+00 
1.104581E-01  1.35380E+01  6.1234E+00 
1.174040E-01  1.35700E+01  6.0085E+00 
1.180797E-01  1.35466E+01  5.9985E+00 
1.192010E-01  1.34440E+01  5.9824E+00 
1.196802E-01  1.32559E+01  5.9757E+00 
1.203990E-01  1.34706E+01  6.3567E+00 
1.221960E-01  1.36854E+01  6.3407E+00 
1.262272E-01  1.39079E+01  6.3091E+00 
1.349368E-01  1.42299E+01  6.2577E+00 
1.442475E-01  1.45150E+01  6.2188E+00 
1.542005E-01  1.47908E+01  6.1892E+00 
1.648404E-01  1.50662E+01  6.1667E+00 
1.762144E-01  1.53462E+01  6.1485E+00 
1.883732E-01  1.56336E+01  6.1310E+00 
2.013709E-01  1.59300E+01  6.1101E+00 
2.152655E-01  1.62355E+01  6.0812E+00 
2.301188E-01  1.65503E+01  6.0398E+00 
2.459970E-01  1.68682E+01  5.9821E+00 
2.629708E-01  1.71872E+01  5.9048E+00 
2.811158E-01  1.75025E+01  5.8057E+00 
3.005128E-01  1.78097E+01  5.6839E+00 
3.212482E-01  1.81027E+01  5.5360E+00 
3.434143E-01  1.83733E+01  5.3635E+00 
3.671099E-01  1.86138E+01  5.1699E+00 
3.924405E-01  1.88206E+01  4.9596E+00 
4.195189E-01  1.89882E+01  4.7369E+00 
4.484657E-01  1.91122E+01  4.5063E+00 
4.794098E-01  1.91884E+01  4.2718E+00 
5.124891E-01  1.92116E+01  4.0367E+00 
5.478508E-01  1.91744E+01  3.8040E+00 
5.856525E-01  1.90663E+01  3.5762E+00 
6.260625E-01  1.88708E+01  3.3552E+00 
6.692609E-01  1.85608E+01  3.1426E+00 
7.154399E-01  1.80877E+01  2.9393E+00 
7.648052E-01  1.73572E+01  2.7122E+00 
8.175768E-01  1.61368E+01  2.4939E+00 
8.739896E-01  1.36848E+01  2.2948E+00 
9.124780E-01  9.41949E+00  2.1756E+00 
9.264445E-01  4.24002E+00  2.1352E+00 
9.301689E-01 -1.51687E+00  2.1247E+00 
9.319800E-01 -1.75592E+00  1.3119E+01 
9.342948E-01  2.65894E+00  1.3043E+01 
9.357555E-01  3.88406E+00  1.2996E+01 
9.462450E-01  6.37000E+00  1.2662E+01 
9.500490E-01  4.47663E+00  1.2545E+01 
9.557550E-01  8.42374E+00  1.7798E+01 
9.700200E-01  1.27452E+01  1.7165E+01 
9.987612E-01  1.65330E+01  1.5984E+01 
1.067676E+00  1.98679E+01  1.3862E+01 
1.074178E+00  1.99670E+01  1.3705E+01 
1.090619E+00  1.97917E+01  1.3328E+01 
1.095004E+00  1.91176E+01  1.3231E+01 
1.101580E+00  2.00415E+01  1.4651E+01 
1.118022E+00  2.11255E+01  1.4383E+01 
1.141345E+00  2.20250E+01  1.4041E+01 
1.220098E+00  2.40494E+01  1.2862E+01 
1.304285E+00  2.53950E+01  1.1731E+01 
1.394281E+00  2.63665E+01  1.0688E+01 
1.490486E+00  2.70949E+01  9.7449E+00 
1.593329E+00  2.76981E+01  8.8867E+00 
1.703269E+00  2.81525E+01  8.0183E+00 
1.820795E+00  2.84670E+01  7.2303E+00 
1.946430E+00  2.86884E+01  6.5194E+00 
2.080733E+00  2.88419E+01  5.8780E+00 
2.224304E+00  2.89864E+01  5.2957E+00 
